Name;Address;Location;Price;Cuisine;Longitude;Latitude;PhoneNumber;Url;WebsiteUrl;Award;GreenStar;FacilitiesAndServices;Description
Wullenwever;Beckergrube 71, Lübeck, 23552, Germany;Lübeck, Germany;€€€€;Classic Cuisine, Mediterranean Cuisine;10.682255;53.8696544;49451704333;https://guide.michelin.com/en/schleswig-holstein/lubeck/restaurant/wullenwever;https://www.wullenwever.de/;1 Star;0;Interesting wine list,Terrace;The exterior of this patrician house (1585) in the heart of Lübeck is just as beautiful and charming as its interior, which is adorned with art. In the kitchen, Roy Petermann has handed over the reins to his son Jean-Luc, who serves up classic cuisine with a Mediterranean twist in the form of a three- or five-course set menu that changes every three weeks (beautifully presented in calligraphy), or – when pre-ordered per table – a seven-course surprise menu. Vegetarians are also catered for. The appealing wine list is principally devoted to labels from Germany and Europe, but it does also venture as far as the New World. Professional service befitting of the elegant setting comes courtesy of your cordial hostess Manuela Petermann and team. The inner courtyard with its lovely verdant terrace is wonderful!
VILLINO;Mittenbuch 6, Lindau, 88131, Germany;Lindau, Germany;€€€€;Modern Cuisine, Asian Influences;9.673153;47.567314;49838293450;https://guide.michelin.com/en/bayern/lindau/restaurant/villino;https://www.villino.de/;1 Star;0;Car park,Garden or park,Interesting wine list,Terrace;"From the stylish, airy, high-ceilinged restaurant, which is reminiscent of an orangery, to the charming inner courtyard with a fountain, this pretty property set amid the orchards has an almost Mediterranean feel. It's a real family affair here, enthusiastically run by hostess Sonja Fischer, her daughter Alisa and her brother Rainer Hörmann, a trained sommelier. The front-of-house team provides professional, cordial service, and savvy wine recommendations – and the lady of the house is always present too. Toni Neumann's cuisine is clearly influenced by Mediterranean – principally Italian – cuisine, and also draws on inspiration from Asia. There are three set menus to choose from: ""Villino Tradizionale"", ""Cucina della Passione"" and ""Cucina Naturale"" (vegetarian). Their signature dish is the ""Asian mixed appetiser"". Tip: Stay overnight in the hotel of the same name."
Stadtpfeiffer;Augustusplatz 8, Leipzig, 04109, Germany;Leipzig, Germany;€€€€;Creative, Modern French;12.380167;51.3381371;4,93412E+11;https://guide.michelin.com/en/sachsen/leipzig/restaurant/stadtpfeiffer;https://www.stadtpfeiffer.de/;1 Star;0;Air conditioning;"It isn't only concerts that attract visitors to the Neue Gewandhaus – Stadtpfeiffer is also in demand for its cuisine. Detlef and Petra Schlegel have been enriching Leipzig's gastronomic scene with passion and commitment since 2001. They keep up with the times, showcasing their contemporary take on classic French cuisine in two set menus (one of which is vegetarian). The ""Hirsch, Senf, Traube"" (venison, mustard, grape), for instance, is pleasingly readable, unfussy, and has its own distinctive style. The quality of the produce is second to none; often regional and seasonal, it includes some ingredients from their own herb garden. In a timelessly elegant space, Petra Schlegel heads up the discreet, friendly and professional front-of-house team – the chefs also serve and present the dishes. The name refers to the 18C Leipziger Stadtpfeifer, forerunners of the Gewandhaus Orchestra."
Das Marktrestaurant;Dekan-Karl-Platz 21, Mittenwald, 82481, Germany;Mittenwald, Germany;€€€;Country cooking, Seasonal Cuisine;11.2598384;47.4390442;4,98824E+12;https://guide.michelin.com/en/bayern/mittenwald/restaurant/das-marktrestaurant;https://www.das-marktrestaurant.de/;1 Star;0;Terrace;"Much to the delight of his diners, Andreas Hillejan, originally from the Lower Rhine, moved to Upper Bavaria some years ago. Here in the beautiful village of Mittenwald, at the foot of the Karwendel Mountains, he serves up his own refined take on traditional pub food, resulting in some really crowd-pleasing dishes. Take a seat in the pleasingly informal, simple space and opt for one of the two set menus, ""Wirtshaus mal anders"" (also available in a vegetarian version) and ""Heimat"". Alternatively, an appealing selection of classics such as fish soup or Wiener schnitzel can be ordered à la carte. Before or after your meal, you might like to take a walk through the colourfully painted houses of this pretty historical town, which is renowned for its violin makers and climatic health resort – you won't have far to go, as the restaurant is very close to the pedestrian area."
Laudensacks Gourmet Restaurant;Kurhausstraße 28, Bad Kissingen, 97688, Germany;Bad Kissingen, Germany;€€€€;Classic Cuisine, Seasonal Cuisine;10.0777456;50.1908345;4997172240;https://guide.michelin.com/en/bayern/bad-kissingen/restaurant/laudensacks-gourmet-restaurant;https://www.laudensacks.de/gourmet/speisekarte;1 Star;0;Car park,Garden or park,Interesting wine list,Terrace;In keeping with the rest of Laudensacks Parkhotel & Retreat, the fine dining restaurant is a vision of tasteful elegance. The kitchen here has retained its Michelin star since 1994. For many years now, this has been the domain of Frederik Desch, whose cooking style successfully blends classic culinary tradition and modern innovation. He makes good use of first-rate produce such as Rhön salmon trout or local venison, showcasing his ability to bring their individual flavours to the fore. The wine list features Franconian, regional and international labels. In summer, you can enjoy the fine food and cordial service, including savvy wine recommendations, out on the gorgeous terrace overlooking the grounds. Good to know: They also hold various culinary events.
KARRisma;Alter Schulplatz 1, Lindau, 88131, Germany;Lindau, Germany;€€€€;Creative, Farm to table;9.6854321;47.5474074;4,98383E+12;https://guide.michelin.com/en/bayern/lindau/restaurant/karrisma;https://adara-lindau.de/restaurant/;1 Star;0;Terrace;"In the small fine dining restaurant at the Adara hotel, modern design and decorative details create a cosy setting with a personal touch. The atmosphere is warm and pleasingly laid back. Julian Karr not only cooks; the charming chef also serves his dishes himself. His cuisine is creative and seasonal, and the quality of the ingredients is second to none – regional produce is used wherever possible. A fine example is the crispy-fried Lake Constance pike-perch with leaf spinach, Jerusalem artichoke foam and vegetables. The surprise menu comes in four to six courses; on Fridays and Saturdays, only the six-course format is served. Tip: Pair your meal with the house wine. Tip for motorists: Leave your car in P4 multi-storey car park, just a short walk away. In summer, the restaurant is also open on Tuesdays."
La Société;Kyffhäuser Straße 53, Cologne, 50674, Germany;Cologne, Germany;€€€€;Modern Cuisine, International;6.9372169;50.9285296;49221232464;https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/la-societe;https://www.restaurant-lasociete.de/;1 Star;0;Air conditioning,Interesting wine list;Everything is just right in this compact fine dining restaurant in the student area known as Kwartier Latäng, from the service to the ambience and the food. Chef Leon Hofmockel's fresh and original ideas shine through in his innovative dishes. His creative French cuisine is presented in the form of a five- to seven-course set menu – a vegetarian version is also available upon request. With great skill, he combines exquisite craftsmanship with finesse and bold flavours. This is evident in the XO-sauce-braised carrot with a salty, nutty sunflower seed pesto, a full-bodied vadouvan hollandaise with crispy croutons and an aromatic curry sauce – an exceptional vegetarian course! Complementing this is incredibly friendly and attentive service with a personal touch – the chef even makes an appearance from time to time. One thing to mention is how wonderfully relaxed and stylish the bistro feels. French classics and a three-course set menu are available at lunchtime Sat-Mon.
Christian's Restaurant - Gasthof Grainer;Dorfstraße 1, Kirchdorf, 83527, Germany;Kirchdorf, Germany;€€€€;Classic Cuisine;12.1982993;48.1766285;4980728510;https://guide.michelin.com/en/bayern/kirchdorf/restaurant/christian-s-restaurant-gasthof-grainer;https://christians-restaurant.de/;1 Star;0;Car park,Interesting wine list,Terrace;The Grainer family has run this stately historical inn since the 16C. Christian F Grainer and his wife Christiane have established an upscale and tastefully designed space, combining classic style with understated modern accents. Your charming and cordial hostess puts her heart and soul into providing first-class service with a very personal touch. The chef-patron's cooking is rooted in classical French tradition, though he occasionally incorporates culinary impressions from his travels. A case in point is his pairing of Simmental beef fillet, stuffed morels, red wine sauce and celeriac purée with a spicy tom yum soup with Gillardeau oysters. Top-quality ingredients are showcased in a surprise menu. Christiane Grainer is also a sommelier and has plenty of excellent wine recommendations at the ready – there are more than 1 000 different labels (including rarities and large bottles) stored in the old vaulted wine cellar.
Ursprung;Struthstraße 17, Königsbronn, 89551, Germany;Königsbronn, Germany;€€€€;Creative, Country cooking;10.0653263;48.7296219;49732896270;https://guide.michelin.com/en/baden-wurttemberg/knigsbronn/restaurant/ursprung;https://www.widmanns-albleben.de/;1 Star;1;Car park,Wheelchair access;Andreas and Anna Widmann (the eighth generation of the family to run this place) have two restaurants, and this is the fine dining option - located in the oldest part of Widmann's Löwen, where the village butcher's shop used to be. On the menu, Swabian tradition meets sophisticated culinary skill. Sourced from local producers, premium ingredients are used in dishes brimming with creativity, flavour and original ideas. There is a regularly changing set menu of five or seven courses according to the seasons, also available as a vegetarian option. A trained sommelier, your friendly hostess provides judicious wine suggestions. There are also guestrooms for an overnight stay, plus a shop selling dishes and delicatessen wares to take away.
Speiseberg;Kröllwitzer Straße 45, Halle (saale), 06120, Germany;Halle (saale), Germany;€€€€;Modern Cuisine, Creative;11.9514969;51.5049411;4,91526E+12;https://guide.michelin.com/en/sachsen-anhalt/halle-saale/restaurant/speiseberg;https://www.speiseberg.com;1 Star;0;Car park;You will need to factor in plenty of time, but a meal here in the restaurant of the traditional Bergschenke – a Halle institution – is a real experience! Previously sous-chef at Speiseberg, Christoph Baumgartner has taken the helm in the kitchen and is gradually putting his own unique stamp on the menu. A single eight-course set menu is served, showcasing unique dishes made with the finest ingredients. The serving of the set menu begins at 7.15pm for all guests (max. 12 people per evening), in the modern, rather minimalist interior of this restaurant that enjoys a fabulous location overlooking the Saale River. The friendly and professional front-of-house team talk you through the dishes in detail. In fine weather, you can enjoy your aperitif outside and take in stunning views of Giebichenstein Castle. You can get to Bergschenke via the steps or take the road leading up from behind the premises.
OX;Mauerstraße 6, Darmstadt, 64289, Germany;Darmstadt, Germany;€€€€;Modern Cuisine;8.66055;49.8760593;4,96152E+12;https://guide.michelin.com/en/hessen/darmstadt/restaurant/ox-1194853;https://ox-restaurant.de/;1 Star;0;Terrace;"In Darmstadt's city centre, the Rink brothers have established a pleasingly informal fine dining restaurant, which they run with total dedication. Both share responsibility for the cooking and the service, and will gladly talk you through their culinary creations. Their cooking impresses with a winning interplay of diverse flavours and textures. Dishes such as ""Alpine char, kohlrabi, beechnuts, kaffir lime"" are intricate yet wonderfully harmonious, not to mention the outstanding quality of the ingredients. Two tasting menus are available: ""Pure Taste"" and the vegetarian ""Oxalis"", each in a five- or seven-course format. Various extras such as aperitifs, bread, amuse-bouches, sorbet, pre-dessert and petit fours complete the experience. The interior is done out in a trendy, minimalist style; in summer you can dine out on the courtyard terrace."
